,Total Views,Away Team,Home Team,Date,Month,All Star,Wins,Win Difference,Guess,MAPE
21600730,7858,IND,ORL,2/1/2017,2,1,44,6,8863.025057811146,0.12789832754023242
21600739,9117,LAC,PHX,2/1/2017,2,1,45,15,10232.255283114837,0.12232700264504079
21600737,3954,MEM,DEN,2/1/2017,2,1,50,8,7527.974213516527,0.9038882684664965
21600738,6851,MIL,UTA,2/1/2017,2,2,51,9,10931.602276269394,0.5956214094686022
21600733,13195,NYK,BKN,2/1/2017,2,1,30,12,12333.676564808304,0.0652765013407879
21600736,9777,PHI,DAL,2/1/2017,2,0,36,0,13080.247544801576,0.33785901041235306
21600732,23424,TOR,BOS,2/1/2017,2,3,60,0,20486.211745419987,0.12541787289019865
21600745,36634,GSW,LAC,2/2/2017,2,5,73,11,29060.253219756538,0.20674091773334777
21600742,19342,LAL,WAS,2/2/2017,2,1,45,11,17640.969952572857,0.0879448892269229
21600744,18428,PHI,SAS,2/2/2017,2,1,55,19,14431.955087410657,0.21684637033803683
21600749,28610,CHI,HOU,2/3/2017,2,2,61,11,17189.527629131902,0.39917764316211457
21600754,12838,DAL,POR,2/3/2017,2,0,41,3,10193.798888846342,0.20596674802567827
21600747,7137,IND,BKN,2/3/2017,2,1,35,17,6482.586750992166,0.09169304315648504
21600751,17065,LAL,BOS,2/3/2017,2,1,48,14,26367.897885556136,0.5451449097894014
21600750,17918,MEM,OKC,2/3/2017,2,2,58,2,15455.359387242703,0.13743948056464433
21600753,11094,PHX,SAC,2/3/2017,2,1,34,4,7965.561767971567,0.2819937111978036
21600746,14976,TOR,ORL,2/3/2017,2,2,49,11,10977.372829201453,0.26700234847746707
21600762,11562,DEN,SAS,2/4/2017,2,1,60,16,9256.31821210066,0.19941894031303758
21600757,7563,DET,IND,2/4/2017,2,1,50,4,9471.358332713016,0.25232822064167876
21600764,44274,GSW,SAC,2/4/2017,2,5,62,24,15835.890028838245,0.6423207745214292
21600763,8816,MEM,MIN,2/4/2017,2,1,49,11,10072.448314326624,0.14251909191545195
21600761,8639,MIL,PHX,2/4/2017,2,1,37,5,10245.644400825102,0.18597573802814005
21600756,7361,ORL,ATL,2/4/2017,2,1,49,9,8427.054110761266,0.14482463126766285
21600758,13094,PHI,MIA,2/4/2017,2,0,38,2,15157.026596702533,0.157555108958495
21600766,26583,LAC,BOS,2/5/2017,2,2,63,1,19268.720006006373,0.2751487790690903
21600765,11827,TOR,BKN,2/5/2017,2,2,39,21,8029.061319257647,0.32112443398514867
21600769,50602,CLE,WAS,2/6/2017,2,4,64,4,28495.04534094879,0.4368790691880007
21600776,5923,DAL,DEN,2/6/2017,2,0,42,2,8389.364631085105,0.4164046312823072
21600771,9900,LAC,TOR,2/6/2017,2,3,62,0,14047.103440845109,0.4188993374591019
21600768,17419,LAL,NYK,2/6/2017,2,1,39,5,20669.75092568414,0.18662098430932547
21600775,11477,MIA,MIN,2/6/2017,2,0,40,2,13007.206799399593,0.13332811705145886
21600770,15037,OKC,IND,2/6/2017,2,2,58,2,18618.78505794039,0.23819811517858544
21600774,8205,PHX,NOP,2/6/2017,2,1,35,3,9916.142914220922,0.2085488012456943
21600777,15011,SAS,MEM,2/6/2017,2,2,70,8,11783.663994724437,0.214998068434852
21600772,5477,UTA,ATL,2/6/2017,2,2,62,2,8910.499902443084,0.6268942673805156
21600779,11001,BKN,CHA,2/7/2017,2,1,32,14,9028.127158464547,0.17933577325110922
21600780,12319,ORL,HOU,2/7/2017,2,1,57,17,9134.718398443,0.25848539666831727
21600781,18419,POR,DAL,2/7/2017,2,0,42,2,10193.798888846342,0.44656067708093045
21600792,24105,CHI,GSW,2/8/2017,2,5,69,17,20939.961897074092,0.13130214075610486
21600783,24548,CLE,IND,2/8/2017,2,4,64,6,25069.16549110118,0.021230466477968845
21600785,5419,DEN,ATL,2/8/2017,2,1,53,7,8622.71750748413,0.5912008686997842
21600786,6975,LAL,DET,2/8/2017,2,0,42,6,15098.804295617205,1.1647031248196709
21600787,8281,MIA,MIL,2/8/2017,2,1,44,0,12173.487732259793,0.47005044466366297
21600788,3356,PHX,MEM,2/8/2017,2,1,48,16,5103.751617123138,0.5207841528972402
21600782,14124,SAS,PHI,2/8/2017,2,1,57,21,14431.955087410657,0.02180367370508759
21600790,10915,TOR,MIN,2/8/2017,2,2,51,13,15028.77958312531,0.37689231178427024
21600789,3898,UTA,NOP,2/8/2017,2,2,53,13,10580.040279768096,1.714222750068778
21600798,16537,BOS,POR,2/9/2017,2,1,56,10,18721.46654849013,0.13209569743545568
21600794,13797,HOU,CHA,2/9/2017,2,2,62,14,13974.143974461635,0.012839311043098831
21600795,16605,PHI,ORL,2/9/2017,2,0,38,2,12872.311044770591,0.22479307167897675
21600806,12505,ATL,SAC,2/10/2017,2,2,52,10,8394.777530161067,0.32868632305789147
21600807,10508,CHI,PHX,2/10/2017,2,1,42,10,10532.945076428487,0.0023739128690984557
21600800,15551,DEN,NYK,2/10/2017,2,1,45,1,12077.932856781958,0.22333400702321668
21600803,31621,GSW,MEM,2/10/2017,2,5,77,11,20707.111309229913,0.34514685464628214
21600805,9483,IND,WAS,2/10/2017,2,2,60,2,11066.038375365992,0.16693434307349908
21600799,12115,MIA,BKN,2/10/2017,2,0,32,14,9927.206702409376,0.18058549711849972
21600804,7659,NOP,MIN,2/10/2017,2,1,40,0,13698.920153580357,0.7886042764826161
21600801,11719,SAS,DET,2/10/2017,2,1,65,15,13810.269420518787,0.1784511835923532
21600815,13700,BOS,UTA,2/11/2017,2,2,68,0,15921.749519351457,0.16217149776288006
21600813,59381,GSW,OKC,2/11/2017,2,5,76,14,47706.81129733712,0.19659804824207883
21600808,19022,LAC,CHA,2/11/2017,2,2,56,8,11056.501092788516,0.41875191395286954
21600810,16035,MIA,PHI,2/11/2017,2,0,43,5,15157.026596702535,0.05475356428421982
21600809,13365,MIL,IND,2/11/2017,2,2,51,7,11356.336559602676,0.1502928125998746
21600814,5340,ORL,DAL,2/11/2017,2,0,41,1,8198.996388284617,0.5353925820757709
21600812,9540,PHX,HOU,2/11/2017,2,1,56,22,9052.674541141043,0.051082333213727155
21600818,18546,DET,TOR,2/12/2017,2,2,57,7,11730.829027220612,0.3674739012606162
21600819,10158,NOP,SAC,2/12/2017,2,2,43,1,9967.688163538876,0.018735167991841276
21600817,32315,SAS,NYK,2/12/2017,2,2,63,19,13234.05327235767,0.5904671739948114
21600830,12381,ATL,POR,2/13/2017,2,1,54,8,10477.342684681786,0.15375634563591103
21600826,10662,BOS,DAL,2/13/2017,2,1,57,13,15301.145248844668,0.43511022780385183
21600824,4974,DET,MIL,2/13/2017,2,1,49,3,11048.105831079607,1.2211712567510267
21600827,27014,GSW,DEN,2/13/2017,2,4,70,22,16265.875505057846,0.3978723808004055
21600828,5341,LAC,UTA,2/13/2017,2,2,67,1,10917.316741469163,1.0440585548528671
21600820,12041,OKC,WAS,2/13/2017,2,2,63,1,21163.174522411544,0.7575927682427991
21600823,7155,ORL,MIA,2/13/2017,2,0,44,4,9500.768689418801,0.3278502710578338
21600821,9719,PHI,CHA,2/13/2017,2,1,44,4,13784.296787740712,0.4182834435374742
21600825,16753,SAS,IND,2/13/2017,2,2,70,12,14195.561657004397,0.152655544857375
21600832,26596,CLE,MIN,2/14/2017,2,3,58,16,21871.697867627434,0.17763205490948136
21600833,16627,SAC,LAL,2/14/2017,2,1,42,4,14074.911548542721,0.15349061475054304
21600846,7214,ATL,LAC,2/15/2017,2,2,66,2,10783.609397010316,0.49481693887029604
21600837,8839,CHA,TOR,2/15/2017,2,3,56,8,11755.104774978692,0.32991342629015635
21600839,3689,DAL,DET,2/15/2017,2,0,48,4,8761.752590739217,1.3751023558523223
21600844,5228,LAL,PHX,2/15/2017,2,0,36,2,14002.126885439839,1.6782951196327158
21600841,10389,MIA,HOU,2/15/2017,2,1,64,16,10756.04599959044,0.03533025311295026
21600838,7882,MIL,BKN,2/15/2017,2,1,33,15,10802.539308243739,0.37053277191623174
21600842,7327,MIN,DEN,2/15/2017,2,0,46,4,11303.031384815575,0.5426547543081172
21600840,6593,NOP,MEM,2/15/2017,2,2,56,12,9123.669054631882,0.38384181019746433
21600845,17700,NYK,OKC,2/15/2017,2,2,54,8,24796.68336554435,0.4009425630251046
21600836,13893,PHI,BOS,2/15/2017,2,1,57,15,24022.586626062683,0.7291144192084275
21600843,5080,POR,UTA,2/15/2017,2,1,57,11,10607.252589221032,1.0880418482718568
21600847,23204,SAC,GSW,2/15/2017,2,5,70,22,15835.890028838243,0.31753619941224603
21600834,9335,SAS,ORL,2/15/2017,2,1,63,21,9046.277391332107,0.030929042171172247
21600849,25069,BOS,CHI,2/16/2017,2,2,64,10,19834.959537342707,0.20878537088265559
21600848,13155,WAS,IND,2/16/2017,2,2,62,4,11066.038375365992,0.15879601859627582
21600851,12211,CHA,DET,2/23/2017,2,1,51,3,9233.357218801597,0.24384921637854418
21600855,9588,DEN,SAC,2/23/2017,2,0,49,1,8224.377606660364,0.14222177652687065
21600852,37168,HOU,NOP,2/23/2017,2,3,63,17,11328.044336423425,0.6952205032171915
21600854,34378,LAC,GSW,2/23/2017,2,5,82,12,29060.253219756538,0.15468458840663976
21600850,16203,POR,ORL,2/23/2017,2,0,44,2,10031.74822002633,0.38087093624474916
21600858,24230,BOS,TOR,2/24/2017,2,3,70,4,20486.211745419987,0.15451045210813094
21600862,7685,DAL,MIN,2/24/2017,2,0,44,0,11224.990846132503,0.46063641459108695
21600861,17413,LAL,OKC,2/24/2017,2,1,51,13,29681.211705510264,0.7045432553557839
21600857,8724,MEM,IND,2/24/2017,2,2,63,5,8081.471893698297,0.0736506311670911
21600863,5107,MIA,ATL,2/24/2017,2,1,57,7,9922.777879155601,0.942975891747719
21600865,21157,SAS,LAC,2/24/2017,2,2,78,8,16537.13327897087,0.218361143878108
21600867,10160,ATL,ORL,2/25/2017,2,1,53,11,8427.054110761264,0.1705655402794031
21600873,24948,BKN,GSW,2/25/2017,2,4,57,39,16610.296637820025,0.3342032773039913
21600871,26299,CHI,CLE,2/25/2017,2,4,69,11,30062.561094697416,0.14310662362437415
21600869,9402,IND,MIA,2/25/2017,2,1,56,4,10436.129616605198,0.10999038679059753
21600872,14321,MIN,HOU,2/25/2017,2,1,64,18,12506.058735558676,0.1267328583507663
21600870,18669,NOP,DAL,2/25/2017,2,2,45,1,10167.647271589094,0.4553726888644762
21600868,23020,PHI,NYK,2/25/2017,2,1,45,1,18831.26536315141,0.18196067058421322
21600879,13537,BOS,DET,2/26/2017,2,1,65,9,16091.43557002575,0.18870027111071502
21600881,16621,CHA,LAC,2/26/2017,2,2,60,10,11056.501092788514,0.3347872515018041
21600876,8559,MEM,DEN,2/26/2017,2,1,60,8,7527.974213516527,0.12046101022122596
21600880,27006,NOP,OKC,2/26/2017,2,3,56,10,21019.88787468707,0.22165859902662116
21600875,14179,PHX,MIL,2/26/2017,2,1,43,7,10245.644400825102,0.27740712315218974
21600874,18260,SAS,LAL,2/26/2017,2,1,63,25,15840.938528281515,0.13247872243803316
21600877,11508,UTA,WAS,2/26/2017,2,2,70,2,10652.161430628443,0.07436901019912733
21600885,12354,ATL,BOS,2/27/2017,2,2,70,6,15726.751526915732,0.27300886570468935
21600886,13058,IND,HOU,2/27/2017,2,2,72,12,14334.344685109772,0.09774427057051405
21600887,10544,MIA,DAL,2/27/2017,2,0,50,4,9654.242030919842,0.08438523985965077
21600884,21220,MIL,CLE,2/27/2017,2,4,66,14,29242.56307418147,0.37806612036670456
21600888,6842,MIN,SAC,2/27/2017,2,0,48,2,11004.237795056833,0.6083364213763276
21600882,18882,TOR,NYK,2/27/2017,2,3,59,11,16059.107025767556,0.14950179929204763
21600894,15020,CHA,LAL,2/28/2017,2,1,44,6,15130.049722831129,0.007326879016719624
21600891,9949,DEN,CHI,2/28/2017,2,1,56,4,10875.179948648061,0.09309276798151184
21600889,42982,GSW,WAS,2/28/2017,2,5,84,16,19848.114796849844,0.5382226328032701
21600892,6750,PHX,MEM,2/28/2017,2,1,53,17,5103.751617123138,0.24388864931509063
21600893,19062,UTA,OKC,2/28/2017,2,2,71,3,17922.43053492884,0.059782261308947614
21600905,7065,BKN,SAC,3/1/2017,3,0,34,16,5456.783562057392,0.2276314844929381
21600901,36357,CLE,BOS,3/1/2017,3,4,79,3,39532.847954399724,0.08735176044227312
21600897,7525,DAL,ATL,3/1/2017,3,1,57,9,7948.23908153108,0.056244396216754824
21600900,6458,DET,NOP,3/1/2017,3,2,52,6,9924.920263867181,0.5368411681429516
21600904,15278,HOU,LAC,3/1/2017,3,2,78,6,15499.625018414948,0.014506153843104365
21600902,20725,IND,SAS,3/1/2017,3,2,76,14,13176.142474532082,0.3642392050889225
21600903,5964,MIN,UTA,3/1/2017,3,1,61,13,10841.479350015532,0.8178201458778558
21600895,13076,NYK,ORL,3/1/2017,3,1,46,2,10956.199639417358,0.1621138238438851
21600898,6007,PHI,MIA,3/1/2017,3,0,49,5,14068.56218541257,1.3420279982374845
21600896,10693,WAS,TOR,3/1/2017,3,3,71,1,12721.675432999862,0.1897199507154084
21600907,8746,CHA,PHX,3/2/2017,3,1,44,8,7947.797486143317,0.09126486552214536
21600906,38570,GSW,CHI,3/2/2017,3,5,80,20,19436.210277103226,0.4960795883561518
21600918,12384,BOS,LAL,3/3/2017,3,1,58,20,17132.04671868696,0.3834017053203295
21600913,27145,CLE,ATL,3/3/2017,3,4,75,7,22124.2921459629,0.18495884523990055
21600912,12701,LAC,MIL,3/3/2017,3,2,62,10,12279.526000208642,0.03318431617914797
21600914,8013,MEM,DAL,3/3/2017,3,1,60,12,6939.127809382242,0.13401624742515386
21600916,13632,OKC,PHX,3/3/2017,3,1,54,16,10914.054141933138,0.19937983113753385
21600917,23763,SAS,NOP,3/3/2017,3,3,70,22,10412.748501128166,0.5618083364420248
21600926,6936,BKN,POR,3/4/2017,3,0,35,15,9729.278731483786,0.40272184709973846
21600923,4916,CHA,DEN,3/4/2017,3,1,54,2,8206.036130450348,0.6692506367881098
21600921,24040,CLE,MIA,3/4/2017,3,3,70,14,24943.21020527186,0.03757113998635018
21600919,12432,DET,PHI,3/4/2017,3,0,52,6,12767.989530532815,0.027026184888418233
21600922,16113,LAC,CHI,3/4/2017,3,2,67,5,12623.85925812116,0.2165419687133892
21600924,10697,MEM,HOU,3/4/2017,3,2,79,7,11044.37934799014,0.03247446461532576
21600920,13738,TOR,MIL,3/4/2017,3,3,64,10,13055.406363019898,0.04968653639395123
21600929,22477,BOS,PHX,3/5/2017,3,1,60,20,9695.71822024025,0.5686382426373515
21600928,45639,GSW,NYK,3/5/2017,3,5,75,25,21585.780081398178,0.5270321417779054
21600933,13886,NOP,LAL,3/5/2017,3,2,43,5,16263.265194773292,0.17119870335397466
21600932,15904,OKC,DAL,3/5/2017,3,1,60,10,15986.95520715846,0.005215996425959528
21600930,16014,ORL,WAS,3/5/2017,3,1,59,13,9350.765247644315,0.4160880949391586
21600931,16527,UTA,SAC,3/5/2017,3,1,63,13,7888.540423688592,0.522687697483597
21600939,5853,BKN,MEM,3/6/2017,3,1,46,26,4994.727614481394,0.14663802930439193
21600945,15660,BOS,LAC,3/6/2017,3,2,77,3,17884.98449272228,0.14208074666170373
21600938,6633,CHI,DET,3/6/2017,3,1,61,1,10542.268393220149,0.5893665601115858
21600937,26031,GSW,ATL,3/6/2017,3,5,85,17,15410.591036367645,0.40799081724222486
21600941,3388,IND,CHA,3/6/2017,3,2,59,5,8809.388617170722,1.6001737358827397
21600936,27729,MIA,CLE,3/6/2017,3,3,71,13,24943.210205271862,0.10046484888485478
21600934,7353,MIL,PHI,3/6/2017,3,1,51,5,15309.059292731908,1.082015407688278
21600944,7866,NOP,UTA,3/6/2017,3,3,64,14,9820.260830872281,0.24844404155508276
21600935,9399,NYK,ORL,3/6/2017,3,1,48,2,10956.199639417358,0.1656771613381592
21600943,3105,SAC,DEN,3/6/2017,3,0,53,3,7633.764251676382,1.458539211489978
21600947,14446,LAL,DAL,3/7/2017,3,0,45,7,13326.233082090263,0.07751397742695124
21600946,23174,POR,OKC,3/7/2017,3,1,61,9,19560.578130295584,0.15592568696402936
21600948,12413,WAS,PHX,3/7/2017,3,1,58,16,6486.746669538836,0.4774231314316575
21600950,9101,BKN,ATL,3/8/2017,3,1,45,23,5721.077679726115,0.37137922429116416
21600956,3539,DET,IND,3/8/2017,3,1,63,1,8791.196138237778,1.4840904600841418
21600952,9574,NYK,MIL,3/8/2017,3,2,55,3,14038.354817666384,0.4662998556158747
21600957,13095,SAC,SAS,3/8/2017,3,1,74,24,8364.481238076867,0.3612461826592694
21600953,10482,TOR,NOP,3/8/2017,3,4,62,12,12635.542503164454,0.20545148856749224
21600954,13142,UTA,HOU,3/8/2017,3,2,84,4,12807.345122569137,0.025464531839207355
21600958,6175,WAS,DEN,3/8/2017,3,1,67,9,9567.875813954292,0.5494535731100068
21600960,26288,CLE,DET,3/9/2017,3,3,73,11,22637.327294825536,0.1388722118523457
21600961,8117,LAC,MEM,3/9/2017,3,2,74,2,8738.438114949244,0.07656007329669136
21600964,9533,LAL,PHX,3/9/2017,3,0,40,2,12996.598743100672,0.36332725722235104
21600963,12052,PHI,POR,3/9/2017,3,0,50,4,14854.82683301449,0.23256113782065127
21600971,8136,BKN,DAL,3/10/2017,3,0,38,16,5566.250627638696,0.31584923455768243
21600970,12743,BOS,DEN,3/10/2017,3,1,70,12,14301.071489962744,0.12226881346329307
21600968,41387,GSW,MIN,3/10/2017,3,4,78,26,20200.8698523911,0.5119030165899654
21600966,14459,HOU,CHI,3/10/2017,3,2,75,13,15955.10417860724,0.10347217501952002
21600967,7727,IND,MIL,3/10/2017,3,2,63,3,10540.809311636523,0.3641528810193508
21600965,9250,ORL,CHA,3/10/2017,3,1,52,4,8019.827907634181,0.13299157755306146
21600969,7662,TOR,ATL,3/10/2017,3,3,73,3,10641.641928061747,0.38888566014901416
21600972,11538,WAS,SAC,3/10/2017,3,1,64,14,9314.950747793919,0.1926719754035432
21600981,4349,ATL,MEM,3/11/2017,3,2,72,0,7132.141881987925,0.6399498463986952
21600977,23301,CLE,ORL,3/11/2017,3,3,66,18,14828.352429034121,0.36361733706561433
21600984,4642,DEN,SAC,3/11/2017,3,0,55,5,7633.764251676383,0.6444989770953
21600980,29078,GSW,SAS,3/11/2017,3,5,102,2,33761.15792213058,0.16105502173913544
21600978,14212,MIN,MIL,3/11/2017,3,1,58,4,13137.675707988466,0.07559275907764801
21600976,17520,NOP,CHA,3/11/2017,3,3,54,4,9945.458868622703,0.4323368225671973
21600975,14358,NYK,DET,3/11/2017,3,1,58,6,11708.202568851868,0.18455198712551416
21600974,13948,PHI,LAC,3/11/2017,3,1,62,16,10702.337275190961,0.23269735623810145
21600982,10750,PHX,DAL,3/11/2017,3,0,49,7,7541.854340162207,0.2984321544035156
21600979,10014,TOR,MIA,3/11/2017,3,2,69,7,11997.523346269583,0.19807502958553858
21600973,20125,UTA,OKC,3/11/2017,3,2,77,5,16635.37547326321,0.17339749201176588
21600983,17328,WAS,POR,3/11/2017,3,1,68,12,11625.791240437698,0.32907483607815685
21600985,21697,CHI,BOS,3/12/2017,3,2,72,10,18410.560931321197,0.15146974552605444
21600989,33710,CLE,HOU,3/12/2017,3,4,88,2,34260.265612896954,0.01632351269347238
21600987,15231,MIA,IND,3/12/2017,3,1,65,1,9686.684756374156,0.36401518243226605
21600986,16531,NYK,BKN,3/12/2017,3,1,37,15,11447.964059423146,0.30748508502672883
21600990,16709,PHI,LAL,3/12/2017,3,0,43,3,20922.001811451828,0.2521396739153646
21600988,7398,POR,PHX,3/12/2017,3,0,50,6,9227.712791863923,0.2473253300708196
21600994,16986,ATL,SAS,3/13/2017,3,2,88,14,12528.009892753667,0.2624508481835825
21600991,13419,CHI,CHA,3/13/2017,3,2,60,2,10564.084536624672,0.21275172988861524
21600996,13101,LAC,UTA,3/13/2017,3,2,81,1,10133.316616902877,0.22652342440249773
21600993,6879,MIL,MEM,3/13/2017,3,2,68,4,8749.872541992714,0.2719686788766847
21600997,5698,ORL,SAC,3/13/2017,3,0,49,1,7460.541802724743,0.30932639570458814
21600995,12244,WAS,MIN,3/13/2017,3,1,68,14,12801.841754573752,0.04556041772082261
21600999,20246,DET,CLE,3/14/2017,3,3,76,10,22637.327294825536,0.11811356785664014
21601001,11284,IND,NYK,3/14/2017,3,2,60,8,12034.849313793506,0.06654105935780802
21601000,19379,OKC,BKN,3/14/2017,3,1,49,25,11507.27999802906,0.4061984623546592
21601003,34599,PHI,GSW,3/14/2017,3,4,76,28,23539.652006098007,0.31964357333743726
21601002,11618,POR,NOP,3/14/2017,3,2,55,3,11547.078065709455,0.006104487372228036
21601005,4995,CHA,IND,3/15/2017,3,2,63,5,8809.38861717072,0.763641364798943
21601004,13848,DAL,WAS,3/15/2017,3,1,69,13,9501.815466322521,0.3138492586422212
21601010,9185,LAL,HOU,3/15/2017,3,1,66,26,14847.108201053641,0.6164516277684966
21601009,8691,MEM,CHI,3/15/2017,3,2,69,5,8995.229905025493,0.0350051668421923
21601013,15238,MIL,LAC,3/15/2017,3,2,72,8,12279.526000208642,0.1941510696804934
21601007,10656,NOP,MIA,3/15/2017,3,2,59,5,10935.892262722586,0.026266165796038445
21601011,17515,POR,SAS,3/15/2017,3,1,81,23,10439.530529076601,0.4039662843804396
21601012,6064,SAC,PHX,3/15/2017,3,0,48,4,7393.534632896456,0.21925043418477178
21601008,4226,UTA,DET,3/15/2017,3,1,75,9,8462.399754666403,1.0024608979333656
21601016,12912,BKN,NYK,3/16/2017,3,1,39,15,11447.964059423144,0.11338568313017781
21601018,10785,LAC,DEN,3/16/2017,3,1,72,8,9806.040913315235,0.0907704299197742
21601017,6019,MEM,ATL,3/16/2017,3,2,75,1,7132.141881987925,0.18493800996642723
21601015,16353,OKC,TOR,3/16/2017,3,3,77,1,21404.420663422046,0.30889871359518417
21601019,20637,ORL,GSW,3/16/2017,3,4,77,29,14755.188777461482,0.285012900253841
21601014,26869,UTA,CLE,3/16/2017,3,4,87,1,22398.61405822435,0.16637708667146714
21601021,15554,CHI,WAS,3/17/2017,3,2,73,9,12317.256142642975,0.2080972005501495
21601024,15837,HOU,NOP,3/17/2017,3,3,74,20,10514.548824553425,0.33607698272694164
21601027,14126,MIL,LAL,3/17/2017,3,1,53,13,16803.67391064917,0.18955641445909455
21601025,10845,MIN,MIA,3/17/2017,3,0,61,5,12073.126384543331,0.11324355781865665
21601026,7734,ORL,PHX,3/17/2017,3,0,46,2,7421.961594259239,0.040346315715122955
21601023,7728,TOR,DET,3/17/2017,3,2,72,6,10888.408528081638,0.40895555487598834
21601031,24411,CLE,LAC,3/18/2017,3,4,85,5,27107.110452024193,0.110446538528704
21601035,27168,MIL,GSW,3/18/2017,3,5,88,20,18906.06070324115,0.30410553948611785
21601029,11927,POR,ATL,3/18/2017,3,1,67,7,9724.938209806325,0.18462830470308333
21601028,15023,SAC,OKC,3/18/2017,3,1,66,12,15672.552354829517,0.043237193292253
21601033,15514,SAS,MEM,3/18/2017,3,2,91,13,10937.449282951955,0.2949948895866988
21601032,9467,UTA,CHI,3/18/2017,3,2,75,11,10431.098952742994,0.10183785283014617
21601030,12870,WAS,CHA,3/18/2017,3,2,71,13,10013.254256964557,0.22196936620322008
21601037,15867,BOS,PHI,3/19/2017,3,1,69,19,15608.224749946923,0.016309021872633573
21601043,26959,CLE,LAL,3/19/2017,3,3,65,25,25965.931525501677,0.03683625039869145
21601040,7543,IND,TOR,3/19/2017,3,3,75,5,11192.183866984182,0.4837841531200029
21601039,11856,MIN,NOP,3/19/2017,3,2,56,0,12715.16605345105,0.072466772389596
21601038,8795,PHX,DET,3/19/2017,3,0,55,11,7931.384299642708,0.09819393977911219
21601041,11244,POR,MIA,3/19/2017,3,0,65,3,10964.019838471633,0.024900405685553788
21601049,38497,GSW,OKC,3/20/2017,3,5,95,15,44280.86452987718,0.1502419546945783
21601050,12405,NYK,LAC,3/20/2017,3,2,68,14,14020.009345409211,0.13019019310029917
21601045,11759,PHI,ORL,3/20/2017,3,0,51,1,11947.917835199021,0.016065807908752554
21601047,13865,WAS,BOS,3/20/2017,3,2,86,2,17450.60132560799,0.25860810137814566
21601051,24853,CHI,TOR,3/21/2017,3,3,74,8,13421.496276121925,0.45996474163594236
21601052,8052,DET,BKN,3/21/2017,3,0,47,21,5853.742441143513,0.2730076451634981
21601055,22446,GSW,DAL,3/21/2017,3,4,86,26,14993.540872979574,0.33201724703824403
21601058,9467,LAC,LAL,3/21/2017,3,1,62,22,11747.200282872653,0.24085774615745778
21601054,7692,MEM,NOP,3/21/2017,3,3,69,11,8468.475306504868,0.10094582767874
21601053,6735,PHX,MIA,3/21/2017,3,0,56,12,8739.29078412018,0.2975932864320979
21601056,16047,SAS,MIN,3/21/2017,3,1,81,25,11495.580392018857,0.2836305607266868
21601063,9296,ATL,WAS,3/22/2017,3,2,79,5,9766.111520622444,0.05057137700327496
21601059,7160,CHA,ORL,3/22/2017,3,1,57,5,8019.827907634181,0.12008769659695272
21601064,20252,CLE,DEN,3/22/2017,3,3,79,13,21675.206071241515,0.07027484057088262
21601061,6898,DET,CHI,3/22/2017,3,1,67,1,10542.268393220149,0.5283079723427296
21601060,13317,IND,BOS,3/22/2017,3,2,81,9,15352.564184982273,0.1528545607105409
21601065,6407,MIL,SAC,3/22/2017,3,1,62,8,9559.312207298553,0.49201064574661363
21601066,10341,NYK,UTA,3/22/2017,3,2,70,16,8109.31675227482,0.21580923002854463
21601062,10737,PHI,OKC,3/22/2017,3,1,66,14,25099.29878483743,1.3376454116454717
21601069,16066,LAC,DAL,3/23/2017,3,1,73,13,9738.33618091474,0.39385433954221705
21601070,13274,MEM,SAS,3/23/2017,3,2,94,14,10937.449282951957,0.17602461330782304
21601071,7972,NYK,POR,3/23/2017,3,1,59,5,13621.825211419326,0.7087086316381492
21601067,7114,PHX,BKN,3/23/2017,3,0,36,8,7755.09322373183,0.09011712450545828
21601068,12977,TOR,MIA,3/23/2017,3,2,77,7,11997.523346269583,0.07547789579489995
21601078,11969,ATL,MIL,3/24/2017,3,2,73,1,10022.30839481735,0.1626444653005807
21601072,6041,BKN,WAS,3/24/2017,3,1,58,28,6839.329293398986,0.13215184462820492
21601073,24012,CLE,CHA,3/24/2017,3,4,78,14,22684.172922363974,0.05529847899533675
21601075,7227,DEN,IND,3/24/2017,3,1,70,2,8417.556782534253,0.16473734364663806
21601074,3033,DET,ORL,3/24/2017,3,0,60,8,8003.265969388992,1.638729300820637
21601080,14580,MIN,LAL,3/24/2017,3,0,48,8,17954.498033154545,0.23144705302843244
21601079,14684,NOP,HOU,3/24/2017,3,3,79,19,10514.548824553429,0.2839451903736428
21601077,7666,PHI,CHI,3/24/2017,3,1,60,8,15738.344450949964,1.0530060593464603
21601076,16590,PHX,BOS,3/24/2017,3,1,68,24,9695.71822024025,0.415568521986724
21601081,21119,SAC,GSW,3/24/2017,3,4,84,30,14698.674717674117,0.30400706862663396
21601086,9721,MIN,POR,3/25/2017,3,0,61,5,12747.869996370213,0.3113743438298748
21601085,14074,NYK,SAS,3/25/2017,3,2,82,28,12283.682438594627,0.12720744361271655
21601084,10428,TOR,DAL,3/25/2017,3,2,74,12,10353.651772827468,0.007129672724638622
21601082,14202,UTA,LAC,3/25/2017,3,2,87,1,10133.316616902877,0.28648664857746253
21601083,35369,WAS,CLE,3/25/2017,3,4,91,3,26448.74407243586,0.25220548863592807
21601088,9788,BKN,ATL,3/26/2017,3,1,52,22,5721.077679726115,0.41550085004841486
21601094,25033,MEM,GSW,3/26/2017,3,5,98,18,13454.056895187932,0.4625471619387236
21601093,18792,MIA,BOS,3/26/2017,3,1,82,12,16457.266019170504,0.12424084614886635
